P(f|hd)	0.09375
P(l|hk)	0.075
P(g|lh)	0.09375
P(h|fh)	0.0833333333333
P( |sn)	0.09375
P(h|gd)	0.0882352941176
P(j|ak)	0.0882352941176
P(k|gf)	0.0882352941176
P(j|df)	0.138888888889
P(a|ks)	0.09375
P(g|qa)	0.09375
P(g|af)	0.125
P(h|ja)	0.0882352941176
P(f|as)	0.0882352941176
P(a|gs)	0.0882352941176
P(f|ja)	0.0882352941176
P(h|ag)	0.138888888889
P(d|fg)	0.0833333333333
P(h|fa)	0.131578947368
P(d|jf)	0.0882352941176
P(a|jh)	0.09375
P(j|gh)	0.0833333333333
P(g|hh)	0.0882352941176
P(a|df)	0.0833333333333
P(#|##)	0.0833333333333
P(h|jf)	0.0882352941176
P(s|hk)	0.075
P(s|kj)	0.0714285714286
P(h|af)	0.125
P(f|dj)	0.09375
P(s|ga)	0.0882352941176
P(s|lj)	0.09375
P(a|sf)	0.09375
P(d|af)	0.075
P(f|fk)	0.0833333333333
P(g|fd)	0.0882352941176
P(g|hk)	0.075
P(g|kj)	0.0714285714286
P(g|gh)	0.0833333333333
P(f|kj)	0.0714285714286
P(f|ka)	0.147058823529
P( |ad)	0.09375
P(a|fj)	0.0882352941176
P(d|kh)	0.09375
P(a|ds)	0.09375
P(h|ha)	0.261904761905
P(n|.s)	0.09375
P(k| f)	0.09375
P(a|jk)	0.147058823529
P(h|jd)	0.09375
P(a|gf)	0.0882352941176
P(h|fg)	0.0833333333333
P(f|dh)	0.0882352941176
P(l|ga)	0.0882352941176
P(h|dh)	0.0882352941176
P(s|fa)	0.0789473684211
P(k|as)	0.0882352941176
P(#|.#)	0.09375
P(j|fk)	0.138888888889
P(s|d.)	0.09375
P(a|n )	0.09375
P(d| a)	0.09375
P(k|sa)	0.138888888889
P(k|hj)	0.147058823529
P(g|sa)	0.0833333333333
P(.|fd)	0.0882352941176
P(a|#h)	0.09375
P(g|fj)	0.0882352941176
P(d|gs)	0.0882352941176
P(h|al)	0.09375
P(a|kf)	0.09375
P(a|hq)	0.09375
P(s|gd)	0.0882352941176
P(d|kj)	0.0714285714286
P(j|kd)	0.09375
P(f|ha)	0.0714285714286
P(g|fa)	0.0789473684211
P(f|hv)	0.09375
P(f|ag)	0.0833333333333
P(j|hk)	0.125
P(j|kl)	0.09375
P(h|kj)	0.0714285714286
P(a|sd)	0.0833333333333
P(s|jg)	0.0882352941176
P(f|da)	0.09375
P(h|gk)	0.0882352941176
P(d|ak)	0.0882352941176
P(g|hf)	0.09375
P(a|hg)	0.138888888889
P(q|ah)	0.0652173913043
P(d|hg)	0.0833333333333
P(k|fh)	0.138888888889
P(j|gk)	0.0882352941176
P(k|ah)	0.108695652174
P(v|hh)	0.0882352941176
P(#|k.)	0.09375
P(j|ah)	0.0652173913043
P(k|dg)	0.09375
P(.|sk)	0.09375
P(f|jg)	0.0882352941176
P(k|gh)	0.0833333333333
P(k|vf)	0.09375
P(a|kj)	0.0714285714286
P(s|kg)	0.09375
P(k|fg)	0.0833333333333
P(f|sd)	0.138888888889
P(d|js)	0.147058823529
P(a|ah)	0.195652173913
P(f|d )	0.09375
P(h|##)	0.0833333333333
